Date,High,Low,Open,Close,Volume,Adj Close
1999-12-31,1.734375,1.658203125,1.697265625,1.69140625,8720000.0,1.4399234056472778
2000-01-03,1.80078125,1.716796875,1.78515625,1.759765625,54070400.0,1.4981191158294678
2000-01-04,1.71875,1.6640625,1.703125,1.6796875,38960000.0,1.4299471378326416
2000-01-05,1.68359375,1.64453125,1.6796875,1.666015625,24038400.0,1.4183080196380615
2000-01-06,1.7890625,1.65625,1.65625,1.779296875,35760000.0,1.5147461891174316
2000-01-07,2.1015625,1.794921875,1.796875,2.05078125,67779200.0,1.7458659410476685
2000-01-10,2.451171875,2.05078125,2.05859375,2.318359375,61219200.0,1.9736591577529907
2000-01-11,2.32421875,2.0703125,2.322265625,2.1064453125,46502400.0,1.7932534217834473
2000-01-12,2.15625,2.03515625,2.13671875,2.087890625,21923200.0,1.777457356452942
2000-01-13,2.20703125,2.09375,2.15625,2.203125,23811200.0,1.8755583763122559
2000-01-14,2.25927734375,2.125,2.2177734375,2.15234375,38908800.0,1.8323270082473755
2000-01-18,2.150390625,1.96484375,2.1484375,2.138671875,38672000.0,1.8206881284713745
2000-01-19,2.12109375,1.87109375,2.12109375,1.96484375,81686400.0,1.6727055311203003
2000-01-20,2.046875,1.8359375,2.044921875,1.955078125,39651200.0,1.6643917560577393
2000-01-21,2.021484375,1.9375,1.958984375,1.94921875,25081600.0,1.659403920173645
2000-01-24,2.001953125,1.73046875,2.001953125,1.732421875,51062400.0,1.4748406410217285
2000-01-25,1.779296875,1.640625,1.75,1.76953125,38486400.0,1.5064325332641602
2000-01-26,1.775390625,1.6328125,1.775390625,1.6865234375,29126400.0,1.4357666969299316
2000-01-27,1.720703125,1.546875,1.708984375,1.55078125,23321600.0,1.3202067613601685
2000-01-28,1.59765625,1.443359375,1.5625,1.5302734375,44937600.0,1.302748203277588
2000-01-31,1.6328125,1.40234375,1.537109375,1.462890625,23894400.0,1.2453842163085938
2000-02-01,1.5234375,1.43359375,1.44921875,1.443359375,31091200.0,1.2287567853927612
2000-02-02,1.53125,1.41796875,1.45703125,1.435546875,40953600.0,1.2221057415008545
2000-02-03,1.47265625,1.3984375,1.46875,1.40625,39974400.0,1.1971648931503296
2000-02-04,1.46875,1.41015625,1.4375,1.4609375,34313600.0,1.2437212467193604
2000-02-07,1.748046875,1.453125,1.484375,1.697265625,55174400.0,1.4449113607406616
2000-02-08,1.8671875,1.671875,1.732421875,1.853515625,42739200.0,1.5779298543930054
2000-02-09,1.90625,1.6953125,1.888671875,1.716796875,36944000.0,1.4615391492843628
2000-02-10,1.83203125,1.671875,1.7548828125,1.72998046875,31875200.0,1.472762107849121
2000-02-11,1.76953125,1.66796875,1.732421875,1.748046875,35638400.0,1.4881423711776733
2000-02-14,1.890625,1.75390625,1.7548828125,1.876953125,34112000.0,1.597882866859436
2000-02-15,2.0,1.859375,1.890625,1.984375,52416000.0,1.6893327236175537
2000-02-16,2.125,1.9921875,2.0,2.0,65075200.0,1.7026344537734985
2000-02-17,2.37109375,2.09765625,2.09765625,2.328125,72723200.0,1.981972575187683
2000-02-18,2.515625,2.208984375,2.28125,2.408203125,75715200.0,2.050144910812378
2000-02-22,2.390625,2.1328125,2.36328125,2.3408203125,44249600.0,1.9927808046340942
2000-02-23,2.4140625,2.3125,2.388671875,2.3671875,25321600.0,2.015228033065796
2000-02-24,2.43359375,2.2578125,2.39453125,2.29296875,22582400.0,1.9520436525344849
2000-02-25,2.390625,2.09375,2.375,2.2607421875,35862400.0,1.9246091842651367
2000-02-28,2.2890625,2.15234375,2.208984375,2.216796875,28585600.0,1.8871973752975464
2000-02-29,2.3984375,2.21875,2.22265625,2.390625,23766400.0,2.0351805686950684
2000-03-01,2.541015625,2.369140625,2.369140625,2.4990234375,36835200.0,2.1274616718292236
2000-03-02,2.5625,2.39453125,2.5234375,2.4375,16652800.0,2.0750856399536133
2000-03-03,2.58984375,2.4375,2.46875,2.49609375,16841600.0,2.1249682903289795
2000-03-06,2.640625,2.46484375,2.5078125,2.57421875,22163200.0,2.191476821899414
2000-03-07,2.65625,2.2890625,2.61328125,2.396484375,19222400.0,2.0401687622070312
2000-03-08,2.53125,2.234375,2.52392578125,2.310546875,15993600.0,1.967008113861084
2000-03-09,2.375,2.21875,2.34375,2.23828125,14304000.0,1.9054875373840332
2000-03-10,2.31640625,2.16796875,2.28125,2.240234375,18297600.0,1.9071502685546875
2000-03-13,2.21484375,2.083984375,2.150390625,2.1171875,18227200.0,1.8023983240127563
2000-03-14,2.3046875,2.0,2.154296875,2.12109375,43184000.0,1.8057235479354858
