Date,Return
8/18/2014,0.0
8/18/2014,0.01513558145700471
8/18/2014,0.013068830168416257
8/18/2014,0.012839710692900845
8/18/2014,0.03452804815655917
8/18/2014,0.025146164422297796
8/18/2014,0.02354201806481289
8/18/2014,0.03337121864824066
8/18/2014,0.027871967709456266
8/18/2014,0.030244049889120585
8/18/2014,0.015720071236383883
8/18/2014,0.028424071231168406
8/18/2014,0.01847442112368866
8/18/2014,-0.00895442319086611
8/18/2014,-0.005891290258419016
8/18/2014,-0.014290618791400617
8/18/2014,-0.011646515866508856
8/18/2014,-0.01885902355700365
8/18/2014,-0.02318870551887139
8/18/2014,-0.02115216164069257
8/18/2014,-0.012400958826511968
8/18/2014,-0.021711397570196033
8/18/2014,0.014693326313616858
8/18/2014,-0.0008581792598451248
8/18/2014,-0.004480365413845176
8/18/2014,-0.004633501167426009
8/18/2014,0.005145136902366904
8/18/2014,0.01936614667232708
8/18/2014,0.01055409259981276
8/18/2014,0.01938395323629016
8/18/2014,-0.0001546235988014711
8/18/2014,-0.004395234255567334
8/18/2014,-0.00030058334197393034
8/18/2014,-0.000875285673280734
8/18/2014,0.01195936210871629
8/18/2014,0.008523256473544719
8/18/2014,0.010694432666430291
8/18/2014,0.006065801546944151
8/18/2014,0.031065082888680474
8/18/2014,0.03046280456045132
8/18/2014,0.04637287267021584
8/18/2014,0.04912597122130421
8/18/2014,0.052026689053950186
8/18/2014,0.0720980760542945
8/18/2014,0.0695964537444387
8/18/2014,0.0550964325727297
8/18/2014,0.05588102772934663
8/18/2014,0.0417293245265514
8/18/2014,0.03855144268544713
8/18/2014,0.035650708068371374
8/18/2014,0.04642927720511052
8/18/2014,0.05102002617973369
8/18/2014,0.068850319980576
8/18/2014,0.06830112002287786
8/18/2014,0.05096312567245544
8/18/2014,0.03977559558886715
8/18/2014,0.03942291298089281
8/18/2014,0.03646197392020165
8/18/2014,0.028642053620835498
8/18/2014,0.05330196159130027
8/18/2014,0.06806588747290696
8/18/2014,0.08019437473719943
8/18/2014,0.09889190003092976
8/18/2014,0.10078279134051706
8/18/2014,0.11818369638727916
8/18/2014,0.11958155523763536
8/18/2014,0.10540198000650175
8/18/2014,0.09204816762388233
8/18/2014,0.09858082869929183
8/18/2014,0.12227932370714262
8/18/2014,0.13925632857164763
8/18/2014,0.14157967172637442
8/18/2014,0.1301005277512332
8/18/2014,0.10297262403039582
8/18/2014,0.10272187664568286
8/18/2014,0.0956242611365843
8/18/2014,0.10538104156395536
8/18/2014,0.10320250195560025
8/18/2014,0.1257081377830472
8/18/2014,0.1278235622437551
8/18/2014,0.10853834931045872
8/18/2014,0.10479367183802812
8/18/2014,0.0885360769245404
8/18/2014,0.10128251012829716
8/18/2014,0.08591683044134844
8/18/2014,0.0460344528231796
8/18/2014,0.08522848165981424
8/18/2014,0.09321716372069475
8/18/2014,0.09717300143645025
8/18/2014,0.07618079425478784
8/18/2014,0.031942390759929745
8/18/2014,0.04912597122130421
8/18/2014,0.08178010247713134
8/18/2014,0.07184148151481275
8/18/2014,0.021799403155359356
8/18/2014,0.02673717139068926
8/18/2014,0.0264475515677464
8/18/2014,0.04522685745583385
8/18/2014,0.039589907769578936
8/18/2014,0.04243806134818159
8/18/2014,0.029609960808303762
8/18/2014,0.005840538788217153
8/18/2014,0.006526827530458932
8/18/2014,-0.014836686350817911
8/18/2014,-0.026456264771239038
8/18/2014,-0.028152979090856258
8/18/2014,-0.03778907886063491
8/18/2014,-0.02232402442295359
8/18/2014,-0.006235073578320489
8/18/2014,-0.019824426486683838
8/18/2014,-0.034632998911020486
8/18/2014,-0.02875224597947271
8/18/2014,-0.03803527242221658
8/18/2014,-0.04058514240612457
8/18/2014,-0.044376830356659076
8/18/2014,-0.04331785845799229
8/18/2014,-0.040679871414175915
8/18/2014,-0.0309326856072332
8/18/2014,-0.04126388998839195
8/18/2014,-0.04406336248463911
8/18/2014,-0.044815378710367865
8/18/2014,-0.044682321895866316
8/18/2014,-0.03878106343480666
8/18/2014,-0.03181824485639174
8/18/2014,-0.03207548032186108
8/18/2014,-0.030650640244828952
8/18/2014,-0.037487149165429265
8/18/2014,-0.031021333939405107
8/18/2014,-0.02867944838297321
8/18/2014,-0.01786681943265462
8/18/2014,-0.02074682736250635
8/18/2014,-0.00634511401176726
8/18/2014,-0.010151158892333891
8/18/2014,0.004765309662395968
8/18/2014,0.019495749331626133
8/18/2014,0.024010334549492567
8/18/2014,0.028283655836181552
8/18/2014,-0.01310990693747641
8/18/2014,0.02650859231928445
8/18/2014,0.05291037290164375
8/18/2014,0.037824739044835354
8/18/2014,0.058350777562996815
8/18/2014,0.03706753159353327
8/18/2014,0.00464401232222015
8/18/2014,0.00040131006684425007
8/18/2014,0.0015360716854921704
8/18/2014,0.013000579638147595
8/18/2014,0.008015437222235385
8/18/2014,0.01468503173008965
8/18/2014,0.013996440849488341
8/18/2014,0.03785248072992255
8/18/2014,0.03124068633059869
8/18/2014,0.031185905431282773
8/18/2014,0.021255613076084964
8/18/2014,0.02338092675452224
8/18/2014,0.04310985793635459
8/18/2014,0.05473987642832919
8/18/2014,0.04704570699414537
8/18/2014,0.039954607979087474
8/18/2014,0.05049983671095038
8/18/2014,0.04210259936892523
8/18/2014,0.04297924045837147
8/18/2014,0.048251158652095415
8/18/2014,0.04518661296982942
8/18/2014,0.05893729506715152
8/18/2014,0.07297557406496837
8/18/2014,0.07442970714052619
8/18/2014,0.08938326050014879
8/18/2014,0.08621551304350679
8/18/2014,0.09869774103166798
8/18/2014,0.08928146175495832
8/18/2014,0.08186988631153343
8/18/2014,0.07451879457643987
8/18/2014,0.08101684760222969
8/18/2014,0.08937302921482063
8/18/2014,0.1022827048179682
8/18/2014,0.10140764356665598
8/18/2014,0.10655253303534644
8/18/2014,0.10527227769099086
8/18/2014,0.09994207135115789
8/18/2014,0.09630001088800136
8/18/2014,0.10116831510849576
8/18/2014,0.11430736562296186
8/18/2014,0.12946885332529212
8/18/2014,0.12708772042291247
8/18/2014,0.14005299221175327
8/18/2014,0.13683922132659526
8/18/2014,0.1298411440328386
8/18/2014,0.12764382776053287
8/18/2014,0.12582482116182214
8/18/2014,0.12883431244377597
8/18/2014,0.15191796188622625
8/18/2014,0.15327436924381163
8/18/2014,0.147099549198171
8/18/2014,0.15629505330339097
8/18/2014,0.13956253053668732
8/18/2014,0.14093465818450276
8/18/2014,0.13583100672846296
8/18/2014,0.1348025109244424
8/18/2014,0.13090449503997173
8/18/2014,0.13108012161450236
8/18/2014,0.12472750775108622
8/18/2014,0.14826363402195467
8/18/2014,0.14803738866605695
8/18/2014,0.13645124156027064
8/18/2014,0.12999442536520933
8/18/2014,0.15738584874172187
8/18/2014,0.16165413281032412
8/18/2014,0.15233940325092962
8/18/2014,0.3113194365813534
8/18/2014,0.29782701027803427
8/18/2014,0.3213994696875715
8/18/2014,0.330298222174429
8/18/2014,0.3365836495665169
8/18/2014,0.34235640840674253
8/18/2014,0.36177362150818654
8/18/2014,0.3652671108719366
8/18/2014,0.34623273059203613
8/18/2014,0.3360320902558778
8/18/2014,0.3303285485176962
8/18/2014,0.31250079782041057
8/18/2014,0.3139656541450037
8/18/2014,0.3306019219139034
8/18/2014,0.32987314534746315
8/18/2014,0.3271776279219042
8/18/2014,0.32859972818691685
8/18/2014,0.3142027463711424
8/18/2014,0.3147068059043067
8/18/2014,0.29052671530464746
8/18/2014,0.2973068782684644
8/18/2014,0.2902266827837008
8/18/2014,0.31528544983064966
8/18/2014,0.3128408146517661
8/18/2014,0.31090640012560455
8/18/2014,0.3050495564649334
8/18/2014,0.30049162722925377
8/18/2014,0.3114964428342163
8/18/2014,0.31241206139312266
8/18/2014,0.3250501267899701
8/18/2014,0.3250802143245238
8/18/2014,0.33713566139879003
8/18/2014,0.35461956677917955
8/18/2014,0.37618081567280764
