,country,name,full_name,isin,currency,symbol
607,malaysia,Prestar Resources Bhd,Prestar Resources Bhd,MYL9873OO000,MYR,PTAR
608,malaysia,Priceworth International,Priceworth International Bhd,MYL7123OO002,MYR,PWPB
609,malaysia,Rapid Synergy Bhd,Rapid Synergy Bhd,MYL7765OO000,MYR,RAPD
610,malaysia,Resintech Bhd,Resintech Bhd,MYL7232OO001,MYR,RESN
611,malaysia,Rubberex Corporation M,Rubberex Corporation M Bhd,MYL7803OO009,MYR,RUMM
612,malaysia,Sarawak Cable Bhd,Sarawak Cable Bhd,MYL5170OO005,MYR,SACB
613,malaysia,Sanbumi Holdings Bhd,Sanbumi Holdings Bhd,MYL9113OO001,MYR,ICOI
614,malaysia,Sapura Industrial Bhd,Sapura Industrial Bhd,MYL7811OO002,MYR,SAPU
615,malaysia,Success Transformer Corp,Success Transformer Corporation Bhd,MYL7207OO003,MYR,SCCE
616,malaysia,Seacera Group Bhd,Seacera Group Bhd,MYL7073OO009,MYR,SCER
617,malaysia,SCGM Bhd,SCGM Bhd,MYL7247OO009,MYR,SCGB
618,malaysia,Sarawak Consolidated Industries,Sarawak Consolidated Industries Bhd,MYL9237OO008,MYR,SCIB
619,malaysia,Scomi Group Bhd,Scomi Group Bhd,MYL7158OO008,MYR,SCOI
620,malaysia,Scope Industries Bhd,Scope Industries Bhd,MYQ0028OO009,MYR,SCPE
621,malaysia,Scanwolf Corporation Bhd,Scanwolf Corporation Bhd,MYL7239OO006,MYR,SCWF
622,malaysia,SEAL Incorporated Bhd,SEAL Incorporated Bhd,MYL4286OO000,MYR,SEAL
623,malaysia,SIG Gases Bhd,SIG Gases Bhd,MYL5181OO002,MYR,SIGS
624,malaysia,SKP Resources Bhd,SKP Resources Bhd,MYL7155OO004,MYR,SKPR
625,malaysia,Sealink International Bhd,Sealink International Bhd,MYL5145OO007,MYR,SLKI
626,malaysia,SLP Resources Bhd,SLP Resources Bhd,MYL7248OO007,MYR,SLPB
627,malaysia,Hengyuan Refining,Hengyuan Refining Company Bhd,MYL4324OO009,MYR,HENY
628,malaysia,Atta Global Group,Atta Global Group Bhd,MYL7099OO004,MYR,ATTA
629,malaysia,Sino Hua An International,Sino Hua An International Bhd,MYL2739OO000,MYR,SNHN
630,malaysia,Southern Acids M Bhd,Southern Acids (M) Bhd,MYL5134OO001,MYR,SOUS
631,malaysia,Superlon Holdings Bhd,Superlon Holdings Bhd,MYL7235OO004,MYR,SPLH
632,malaysia,Southern Steel Bhd,Southern Steel Bhd,MYL5665OO004,MYR,STEE
633,malaysia,Scientex Bhd,Scientex Bhd,MYL4731OO005,MYR,STIK
634,malaysia,Subur Tiasa Holdings Bhd,Subur Tiasa Holdings Bhd,MYL6904OO006,MYR,SUBU
635,malaysia,Sunsuria Bhd,Sunsuria Bhd,MYL3743OO001,MYR,SUNS
636,malaysia,Sunway Real Estate Invest Trust,Sunway Real Estate Investment Trust,MYL5176TO001,MYR,SUNW
637,malaysia,Tadmax Resources Bhd,Tadmax Resources Bhd,MYL4022OO009,MYR,TADM
638,malaysia,Dynaciate,Dynaciate Group Bhd,MYL5178OO008,MYR,DYNA
639,malaysia,Rohas Tecnic,Rohas Tecnic Bhd,MYL9741OO009,MYR,ROHA
640,malaysia,Tekala,Tekala Corporation Bhd,MYL6378OO003,MYR,WMGH
641,malaysia,Thong Guan Industries Bhd,Thong Guan Industries Bhd,MYL7034OO001,MYR,TGIB
642,malaysia,Three A Resources Bhd,Three A Resources Bhd,MYQ0012OO003,MYR,THEA
643,malaysia,Tong Herr Resources Bhd,Tong Herr Resources Bhd,MYL5010OO003,MYR,THRB
644,malaysia,Tiger Synergy Bhd,Tiger Synergy Bhd,MYL7079OO006,MYR,TIGE
645,malaysia,Tasek Corporation Bhd,Tasek Corporation Bhd,MYL4448OO006,MYR,TKCS
646,malaysia,Tomypak Holdings Bhd,Tomypak Holdings Bhd,MYL7285OO009,MYR,TOMY
647,malaysia,TAS Offshore Bhd,TAS Offshore Bhd,MYL5149OO009,MYR,TSOF
648,malaysia,Turiya Bhd,Turiya Bhd,MYL4359OO005,MYR,TURY
649,malaysia,Timberwell Bhd,Timberwell Bhd,MYL7854OO002,MYR,TWEL
650,malaysia,Tien Wah Press Holdings,Tien Wah Press Holdings Bhd,MYL7374OO001,MYR,TWPH
651,malaysia,Uchi Technologies Bhd,Uchi Technologies Bhd,MYL7100OO000,MYR,UCHI
652,malaysia,UMS Neiken,UMS-Neiken Group Bhd,MYL7227OO001,MYR,UMSN
653,malaysia,United U Li Corporation,United U Li Corporation Bhd,MYL7133OO001,MYR,UULI
654,malaysia,VS Industry Bhd,VS Industry Bhd,MYL6963OO002,MYR,VSID
655,malaysia,Versatile Creative Bhd,Versatile Creative Bhd,MYL4995OO006,MYR,VSTL
656,malaysia,Wah Seong Corporation Bhd,Wah Seong Corporation Bhd,MYL5142OO004,MYR,WAHE
657,malaysia,Watta Holding Bhd,Watta Holding Bhd,MYL7226OO003,MYR,WATA
658,malaysia,Wellcall Holdings Bhd,Wellcall Holdings Bhd,MYL7231OO003,MYR,WCAL
659,malaysia,Wong Engineering Corp,Wong Engineering Corporation Bhd,MYL7050OO007,MYR,WENG
660,malaysia,White Horse Bhd,White Horse Bhd,MYL5009OO005,MYR,WHSE
661,malaysia,WZ Satu Bhd,WZ Satu Bhd,MYL7245OO003,MYR,WZRB
662,malaysia,YKGI Holdings Bhd,YKGI Holdings Bhd,MYL7020OO000,MYR,YKGI
663,malaysia,Yi Lai,Yi-Lai Bhd,MYL5048OO003,MYR,YLAI
664,malaysia,YLI Holdings Bhd,YLI Holdings Bhd,MYL7014OO003,MYR,YLIH
665,malaysia,G3 Global,G3 Global Bhd,MYL7184OO004,MYR,GLOA
666,malaysia,Malakoff Corporation Bhd,Malakoff Corporation Bhd,MYL5264OO006,MYR,MALA
667,malaysia,Hibiscus Petroleum BHD,Hibiscus Petroleum BHD,MYL5199OO004,MYR,HIBI
668,malaysia,Sedania Innovator Bhd,Sedania Innovator Bhd,MYQ0178OO002,MYR,SEDA
669,malaysia,Xin Hwa Holdings Bhd,Xin Hwa Holdings Bhd,MYL5267OO009,MYR,XINW
670,malaysia,ES Ceramics Technology Bhd,ES Ceramics Technology Bhd,MYQ0100OO006,MYR,ESCM
671,malaysia,Ikhmas Jaya Group Bhd,Ikhmas Jaya Group Bhd,MYL5268OO007,MYR,IKHM
672,malaysia,JHM Consolidation Bhd,JHM Consolidation Bhd,MYQ0127OO009,MYR,JHMC
673,malaysia,Privasia Technology Bhd,Privasia Technology Bhd,MYQ0123OO008,MYR,PRTB
674,malaysia,Sunway Construction Group Bhd,Sunway Construction Group Bhd,MYL5263OO008,MYR,SCOG
675,malaysia,Sersol Bhd,Sersol Bhd,MYQ0055OO002,MYR,SSOL
676,malaysia,Aemulus Holdings Bhd,Aemulus Holdings Bhd,MYQ0181OO006,MYR,AEML
677,malaysia,Al-Salam Real Estate,Al-Salam Real Estate Investment Trust,MYL5269TO004,MYR,ALSA
678,malaysia,Sumatec Resources Bhd,Sumatec Resources Bhd,MYL1201OO002,MYR,SUTR
679,malaysia,Tune Protect Group Bhd,Tune Protect Group Bhd,MYL5230OO007,MYR,TUNE
680,malaysia,Dolphin International Bhd,Dolphin International Bhd,MYL5265OO003,MYR,DOLP
681,malaysia,Kein Hing International Bhd,Kein Hing International Bhd,MYL7199OO002,MYR,KEHG
682,malaysia,MESB Bhd,MESB Bhd,MYL7234OO007,MYR,MESB
683,malaysia,Malaysia Steel Works KL Bhd,Malaysia Steel Works KL Bhd,MYL5098OO008,MYR,MSWK
684,malaysia,Metronic Global Bhd,Metronic Global Bhd,MYQ0043OO008,MYR,MTNC
685,malaysia,Malayan United Industries Bhd,Malayan United Industries Bhd,MYL3891OO008,MYR,MUIB
686,malaysia,Nationwide Express,Nationwide Express Holdings Bhd,MYL9806OO000,MYR,NEXP
687,malaysia,Naim Indah,Naim Indah Corporation Bhd,MYL4464OO003,MYR,PEGA
688,malaysia,NPC Resources Bhd,NPC Resources Bhd,MYL5047OO005,MYR,NPCR
689,malaysia,OCB Bhd,OCB Bhd,MYL5533OO004,MYR,OCBB
690,malaysia,Olympia Industries Bhd,Olympia Industries Bhd,MYL3018OO008,MYR,OLYM
691,malaysia,Oversea Enterprise Bhd,Oversea Enterprise Bhd,MYQ0153OO005,MYR,OVER
692,malaysia,Pansar Bhd,Pansar Bhd,MYL8419OO003,MYR,PANS
693,malaysia,PBA Holdings Bhd,PBA Holdings Bhd,MYL5041OO008,MYR,PBAH
694,malaysia,PDZ Holdings Bhd,PDZ Holdings Bhd,MYL6254OO006,MYR,PDZH
695,malaysia,Perak Corporation Bhd,Perak Corporation Bhd,MYL8346OO008,MYR,PERA
696,malaysia,Progressive Impact Corporation Bhd,Progressive Impact Corporation Bhd,MYL7201OO006,MYR,PGSV
697,malaysia,Pharmaniaga Bhd,Pharmaniaga Bhd,MYL7081OO002,MYR,PHMA
698,malaysia,PJBumi Bhd,PJBumi Bhd,MYL7163OO008,MYR,PJSB
699,malaysia,Pantech Group Holdings Bhd,Pantech Group Holdings Bhd,MYL5125OO009,MYR,PNTE
700,malaysia,Prestariang Bhd,Prestariang Bhd,MYL5204OO002,MYR,PSTG
701,malaysia,Petra Energy Bhd,Petra Energy Bhd,MYL5133OO003,MYR,PTRE
702,malaysia,Quality Concrete Holdings Bhd,Quality Concrete Holdings Bhd,MYL7544OO009,MYR,QCHB
703,malaysia,Ralco Corporation Bhd,Ralco Corporation Bhd,MYL7498OO008,MYR,RALC
704,malaysia,RGB International Bhd,RGB International Bhd,MYQ0037OO000,MYR,RGBI
705,malaysia,Reliance Pacific,Reliance Pacific Bhd,MYL8885OO005,MYR,AVIL
706,malaysia,Samchem Holdings Bhd,Samchem Holdings Bhd,MYL5147OO003,MYR,SAHB
707,malaysia,Scicom MSC Bhd,Scicom MSC Bhd,MYQ0099OO000,MYR,SCCM
708,malaysia,Scomi Energy Services Bhd,Scomi Energy Services Bhd,MYL7045OO007,MYR,SCES
709,malaysia,See Hup Consolidated Bhd,See Hup Consolidated Bhd,MYL7053OO001,MYR,SCHB
710,malaysia,SCH Group Bhd,SCH Group Bhd,MYQ0161OO008,MYR,SCHG
711,malaysia,SEG International Bhd,SEG International Bhd,MYL9792OO002,MYR,SEDU
712,malaysia,Seni Jaya Corporation Bhd,Seni Jaya Corporation Bhd,MYL9431OO007,MYR,SENI
713,malaysia,Seremban Engineering Bhd,Seremban Engineering Bhd,MYL5163OO000,MYR,SERE
714,malaysia,SKB Shutters Corporation Bhd,SKB Shutters Corporation Bhd,MYL7115OO008,MYR,SKBC
715,malaysia,Salcon Bhd,Salcon Engineering Berhad,MYL8567OO009,MYR,SLCN
716,malaysia,DWL Resources,DWL Resources Bhd,MYL7165OO003,MYR,DWLR
717,malaysia,Star Media Group Bhd,Star Media Group Bhd,MYL6084OO007,MYR,STAR
718,malaysia,Suria Capital Holdings Bhd,Suria Capital Holdings Bhd,MYL6521OO008,MYR,SURI
719,malaysia,Suiwah Corporation Bhd,Suiwah Corporation Bhd,MYL9865OO006,MYR,SWAH
720,malaysia,Ranhill Holdings,Ranhill Holdings Ltd,MYL5272OO009,MYR,RANH
721,malaysia,Shin Yang Shipping Corporation Bhd,Shin Yang Shipping Corporation Bhd,MYL5173OO009,MYR,SYSC
722,malaysia,Tasco Bhd,Tasco Bhd,MYL5140OO008,MYR,TASC
723,malaysia,Texchem Resources Bhd,Texchem Resources Bhd,MYL8702OO002,MYR,TEXC
724,malaysia,Teck Guan Perdana Bhd,Teck Guan Perdana Bhd,MYL7439OO002,MYR,TGPB
725,malaysia,TH Heavy Engineering Bhd,TH Heavy Engineering Bhd,MYL7206OO005,MYR,THHE
726,malaysia,T7 Global,T7 Global Bhd,MYL7228OO009,MYR,TGLO
727,malaysia,TMC Life Sciences Bhd,TMC Life Sciences Bhd,MYQ0101OO004,MYR,TMCN
728,malaysia,Tiong Nam Logistics Holdings Bhd,Tiong Nam Logistics Holdings Bhd,MYL8397OO001,MYR,TNTT
729,malaysia,Toyo Ink Group Bhd,Toyo Ink Group Bhd,MYL7173OO007,MYR,TOYG
730,malaysia,Turbo Mech Bhd,Turbo Mech Bhd,MYL5167OO001,MYR,TURB
731,malaysia,Ta Win Holdings Bhd,Ta Win Holdings Bhd,MYL7097OO008,MYR,TWHB
732,malaysia,Taliworks Corporation Bhd,Taliworks Corporation Bhd,MYL8524OO000,MYR,TWRK
733,malaysia,Tex Cycle Technology M Bhd,Tex Cycle Technology M Bhd,MYQ0089OO001,MYR,TXCY
734,malaysia,Unimech Group Bhd,Unimech Group Bhd,MYL7091OO001,MYR,UMEC
735,malaysia,UMS Holdings Bhd,UMS Holdings Bhd,MYL7137OO002,MYR,UMSH
736,malaysia,Utusan Melayu Malaysia Bhd,Utusan Melayu Malaysia Bhd,MYL5754OO006,MYR,UTUS
737,malaysia,Uzma Bhd,Uzma Bhd,MYL7250OO003,MYR,UZMA
738,malaysia,Vertice,Vertice Bhd,MYL7240OO004,MYR,VERT
739,malaysia,Warisan TC Holdings Bhd,Warisan TC Holdings Bhd,MYL5016OO000,MYR,WATC
740,malaysia,Widetech Malaysia Bhd,Widetech Malaysia Bhd,MYL7692OO006,MYR,WIDE
741,malaysia,Woodlandor Holdings Bhd,Woodlandor Holdings Bhd,MYL7025OO009,MYR,WLAN
742,malaysia,XOX Bhd,XOX Bhd,MYQ0165OO009,MYR,XOXB
743,malaysia,Kim Teck Cheong Consolidated Bhd,Kim Teck Cheong Consolidated Bhd,MYQ0180OO008,MYR,KIMT
744,malaysia,MMS Ventures Bhd,MMS Ventures Bhd,MYQ0113OO009,MYR,MMST
745,malaysia,Red Sena Bhd,Red Sena Bhd,MYL5270OO003,MYR,RED
746,malaysia,Macpie,Macpie Bhd,MYQ0140OO002,MYR,MACP
747,malaysia,MMAG Holdings,MMAG Holdings Bhd,MYQ0034OO007,MYR,MMAG
748,malaysia,Chin Hin Bhd,Chin Hin Group Bhd,MYL5273OO007,MYR,CHIU
749,malaysia,Vortex Consolidated,Vortex Consolidated Bhd,MYQ0060OO002,MYR,VORT
750,malaysia,Vivocom Intl Holdings Bhd,Vivocom Intl Holdings Bhd,MYQ0069OO003,MYR,VIVO
751,malaysia,myNEWS,myNEWS Holdings Bhd,MYL5275OO002,MYR,MYNE
752,malaysia,Orion lXL,Orion lXL Bhd,MYQ0079OO002,MYR,ORIO
753,malaysia,Lambo,Lambo Group Bhd,MYQ0018OO000,MYR,LAMB
754,malaysia,Pecca Group,Pecca Group Bhd,MYL5271OO001,MYR,PECC
755,malaysia,LKL International Bhd,LKL International Bhd,MYQ0182OO004,MYR,LKLI
756,malaysia,Salutica Bhd,Salutica Bhd,MYQ0183OO002,MYR,SALU
757,malaysia,Gabungan,Gabungan AQRS Bhd,MYL5226OO005,MYR,GAQR
758,malaysia,Dancomech,Dancomech Holdings Bhd,MYL5276OO000,MYR,DNCO
759,malaysia,Mega Sun City,Mega Sun City Holdings Bhd,MYQ0081OO008,MYR,MESC
760,malaysia,OCR Bhd,OCR Group Bhd,MYL7071PAV75,MYR,OCRGq
761,malaysia,HSS Engineers,HSS Engineers Bhd,MYQ0185OO007,MYR,HSSE
762,malaysia,Solution Engineering,Solution Engineering Holdings Bhd,MYQ0093OO003,MYR,SLEG
763,malaysia,Perak Transit,Perak Transit Bhd,MYQ0186OO005,MYR,PERT
764,malaysia,KYM Bhd,KYM Holdings Bhd,MYL8362OO005,MYR,KYMH
765,malaysia,Leader Steel Bhd,Leader Steel Holdings Bhd,MYL9881OO003,MYR,LEAD
766,malaysia,Metrod Bhd,Metrod Holdings Bhd,MYL6149OO008,MYR,MROD
767,malaysia,NWP Bhd,NWP Holdings Bhd,MYL5025OO001,MYR,NWPH
768,malaysia,SMISoration Bhd,SMIS Corporation Bhd,MYL7132OO003,MYR,SMBH
769,malaysia,Transocean Bhd,Transocean Holdings Bhd,MYL7218OO000,MYR,TOCE
770,malaysia,Wang-Zheng Bhd,Wang-Zheng Bhd,MYL7203OO002,MYR,WGZH
771,malaysia,Fintec Global,Fintec Global Bhd,MYQ0150OO001,MYR,FINT
772,malaysia,Advance Info Marketing,Advance Information Marketing Bhd,MYQ0122OO000,MYR,AIMD
773,malaysia,Ancom Logistics,Ancom Logistics Bhd,MYQ0048OO007,MYR,ANCO
774,malaysia,Asia Media,Asia Media Group Bhd,MYQ0159OO002,MYR,ASMG
775,malaysia,Asia Poly,Asia Poly Holdings Bhd,MYQ0105OO005,MYR,ASPY
776,malaysia,AT Systematization,AT Systematization Bhd,MYQ0072OO007,MYR,ATSM
777,malaysia,Borneo Aqua Harvest,Borneo Aqua Harvest Bhd,MYQ0098OO002,MYR,BAHV
778,malaysia,Barakah Offshore Petroleum,Barakah Offshore Petroleum Bhd,MYL7251OO001,MYR,BARA
779,malaysia,BCM Alliance,BCM Alliance Bhd,MYQ0187OO003,MYR,BCMA
780,malaysia,Brite Tech,Brite Tech Bhd,MYQ0011OO005,MYR,BECH
781,malaysia,China Automobile Parts,China Automobile Parts Holdings Ltd,BMG211301020,MYR,CAPH
782,malaysia,Careplus Group,Careplus Group Bhd,MYQ0163OO004,MYR,CARE
783,malaysia,ConnectCounty,ConnectCounty Holdings Bhd,MYQ0102OO002,MYR,CCTY
784,malaysia,DGB Asia,DGB Asia Bhd,MYQ0152OO007,MYR,DGBA
785,malaysia,Diversified Gateway Solutions,Diversified Gateway Solutions Bhd,MYQ0131OO001,MYR,DGSB
786,malaysia,Digistar,Digistar Corporation Bhd,MYQ0029OO007,MYR,DIGS
787,malaysia,Econpile,Econpile Holdings Bhd,MYL5253OO009,MYR,ECOH
788,malaysia,Eduspec,Eduspec Holdings Bhd,MYQ0107OO001,MYR,EDUS
789,malaysia,EITA Resources,EITA Resources Bhd,MYL5208OO003,MYR,EITA
790,malaysia,ELK-Desa Resources,ELK-Desa Resources Bhd,MYL5228OO001,MYR,ELKD
791,malaysia,Elsoft Research,Elsoft Research Bhd,MYQ0090OO009,MYR,ELSR
792,malaysia,Focus Dynamics,Focus Dynamics Group Bhd,MYQ0116OO002,MYR,FCDY
793,malaysia,G Neptune,G Neptune Bhd,MYQ0045OO003,MYR,GNET
794,malaysia,Green Ocean,Green Ocean Corporation Bhd,MYQ0074OO003,MYR,GOCE
795,malaysia,Grand Central Enterprises,Grand Central Enterprises Bhd,MYL5592OO000,MYR,GRAN
796,malaysia,Grand-Flo,Grand-Flo Bhd,MYQ0056OO000,MYR,GRFL
797,malaysia,Greenyield,Greenyield Bhd,MYQ0136OO000,MYR,GRYB
798,malaysia,Genetec Tech,Genetec Technology Bhd,MYQ0104OO008,MYR,GTCY
799,malaysia,Heng Huat Resources,Heng Huat Resources Group Bhd,MYQ0175OO008,MYR,HENG
800,malaysia,Hiap Huat,Hiap Huat Holdings Bhd,MYQ0160OO000,MYR,HIAP
801,malaysia,Icon Offshore,Icon Offshore Bhd,MYL5255OO004,MYR,ICON
802,malaysia,IFCA MSC,IFCA MSC Bhd,MYQ0023OO000,MYR,IFCA
803,malaysia,Ideal Jacobs,Ideal Jacobs Malaysia Corporation Bhd,MYQ0162OO006,MYR,WIDA
804,malaysia,Inix Tech,Inix Technologies Holdings Bhd,MYQ0094OO001,MYR,INIX
805,malaysia,Innity Corporation,Innity Corporation Bhd,MYQ0147OO007,MYR,INNY
806,malaysia,Insas Pref,Insas Bhd Pref,MYL3379PAU25,MYR,INSS_p
807,malaysia,IRIS Corporation,IRIS Corporation Bhd,MYQ0010OO007,MYR,IRIB
808,malaysia,JAG,JAG Bhd,MYQ0024OO008,MYR,JAGB
809,malaysia,Kanger Intl,Kanger International Bhd,MYQ0170OO009,MYR,KANG
810,malaysia,Karyon Industries,Karyon Industries Bhd,MYQ0054OO005,MYR,KARY
811,malaysia,Kelington Group,Kelington Group Bhd,MYQ0151OO009,MYR,KELG
812,malaysia,K-One Tech,K-One Technology Bhd,MYQ0111OO003,MYR,KONE
813,malaysia,Kronologi Asia,Kronologi Asia Bhd,MYQ0176OO006,MYR,KRON
814,malaysia,Landmarks,Landmarks Bhd,MYL1643OO005,MYR,LMHS
815,malaysia,YBS Intl,YBS International Bhd,MYQ0025OO005,MYR,YBSI
816,malaysia,Lingkaran Trans Kota,Lingkaran Trans Kota Holdings Bhd,MYL6645OO005,MYR,LTKH
817,malaysia,Microlink Solutions,Microlink Solutions Bhd,MYQ0126OO001,MYR,MCRK
818,malaysia,Mikro MSC,Mikro MSC Bhd,MYQ0112OO001,MYR,MIKB
819,malaysia,Mlabs Systems,Mlabs Systems Bhd,MYQ0085OO009,MYR,MLBS
820,malaysia,M-Mode,M-Mode Bhd,MYQ0059OO004,MYR,ECOB
821,malaysia,M N C Wireless,M N C Wireless Bhd,MYQ0103OO000,MYR,MNCW
822,malaysia,MQ Tech,MQ Technology Bhd,MYQ0070OO001,MYR,MQTE
823,malaysia,M3 Tech Asia,M3 Technologies Asia Bhd,MYQ0017OO002,MYR,MTAB
824,malaysia,mTouche Tech,mTouche Technology Bhd,MYQ0092OO005,MYR,MTOU
825,malaysia,Mexter Tech,Mexter Technology Bhd,MYQ0075OO000,MYR,LYCH
826,malaysia,NetX,NetX Holdings Bhd,MYQ0020OO006,MYR,NETX
827,malaysia,Nexgram,Nexgram Holdings Bhd,MYQ0096OO006,MYR,NEXG
828,malaysia,N2N Connect,N2N Connect Bhd,MYQ0108OO009,MYR,NNCB
829,malaysia,Nova MSC,Nova MSC Bhd,MYQ0026OO003,MYR,NOVS
830,malaysia,OCK Group,OCK Group Bhd,MYQ0172OO005,MYR,OCKG
831,malaysia,OpenSys M,OpenSys M Bhd,MYQ0040OO004,MYR,OPYS
832,malaysia,OSK Ventures Intl,OSK Ventures International Bhd,MYQ0053OO007,MYR,OSKV
833,malaysia,Pasukhas Group,Pasukhas Group Bhd,MYQ0177OO004,MYR,PASU
834,malaysia,PESTECH Intl,PESTECH International Bhd,MYL5219OO000,MYR,PEIN
835,malaysia,Pan Malaysia,Pan Malaysia Holdings Bhd,MYL1287OO001,MYR,PGKN
836,malaysia,PeterLabs,PeterLabs Holdings Bhd,MYQ0171OO007,MYR,PLHB
837,malaysia,Plastrade Tech,Plastrade Technology Bhd,MYQ0038OO008,MYR,PLTD
838,malaysia,UCrest,UCrest Bhd,MYQ0005OO007,MYR,UCRE
839,malaysia,Puncak Niaga,Puncak Niaga Holdings Bhd,MYL6807OO001,MYR,PNHB
840,malaysia,PUC,PUC Bhd,MYQ0007OO003,MYR,PUCB
841,malaysia,Straits Inter Logistics,Straits Inter Logistics Bhd,MYQ0080OO000,MYR,STRA
842,malaysia,Reach Energy,Reach Energy Bhd,MYL5256OO002,MYR,RESE
843,malaysia,Rev Asia,Rev Asia Bhd,MYQ0173OO003,MYR,REVA
844,malaysia,Rexit,Rexit Bhd,MYQ0106OO003,MYR,REXT
845,malaysia,Redtone International,Redtone International Bhd,MYQ0032OO001,MYR,RTON
846,malaysia,Sasbadi,Sasbadi Holdings Bhd,MYL5252OO001,MYR,SAHO
847,malaysia,Sanichi Techn,Sanichi Technology Bhd,MYQ0133OO007,MYR,SAIH
848,malaysia,SCC,SCC Holdings Bhd,MYQ0158OO004,MYR,SCCH
849,malaysia,SC Estate Builder,SC Estate Builder Bhd,MYQ0109OO007,MYR,SCST
850,malaysia,Supercomnet Tech,Supercomnet Technologies Bhd,MYQ0001OO006,MYR,SCTH
851,malaysia,Marine General,Marine & General Bhd,MYL5078OO000,MYR,MARI
852,malaysia,Shangri La Hotels Malaysia,Shangri La Hotels Malaysia Bhd,MYL5517OO007,MYR,SHGM
853,malaysia,Silver Ridge,Silver Ridge Holdings Bhd,MYQ0129OO005,MYR,SIVR
854,malaysia,SMRT,SMRT Holdings Bhd,MYQ0117OO000,MYR,SMRS
855,malaysia,Solid Automotive,Solid Automotive Bhd,MYL5242OO002,MYR,SOIL
856,malaysia,DWL Resources,DWL Resources Bhd,MYL7165PAV49,MYR,DWLRq
857,malaysia,Systech,Systech Bhd,MYQ0050OO003,MYR,SYST
858,malaysia,Sunzen Biotech,Sunzen Biotech Bhd,MYQ0148OO005,MYR,SZBB
859,malaysia,Techfast,Techfast Holdings Bhd,MYQ0084OO002,MYR,TCHF
860,malaysia,TFP Solutions,TFP Solutions Bhd,MYQ0145OO001,MYR,TFPS
861,malaysia,Titijaya Land,Titijaya Land Bhd,MYL5239OO008,MYR,TITI
862,malaysia,TechnoDex,TechnoDex Bhd,MYQ0132OO009,MYR,TOEX
863,malaysia,VisDynamics,VisDynamics Holdings Bhd,MYQ0120OO004,MYR,VSDY
864,malaysia,Vsolar Group,Vsolar Group Bhd,MYQ0066OO009,MYR,VSOL
865,malaysia,Xinghe,Xinghe Holdings Bhd,MYQ0095OO008,MYR,XINH
866,malaysia,YGL Convergence,YGL Convergence Bhd,MYQ0086OO007,MYR,YGLC
867,malaysia,Yong Tai,Yong Tai Bhd,MYL7066OO003,MYR,YONG
868,malaysia,YTL Hospitality REIT,YTL Hospitality REIT,MYL5109TO002,MYR,YTLR
869,malaysia,Ann Joo Resources Pref,Ann Joo Resources Bhd Pref,MYL6556PAYB6,MYR,ANNJq
870,malaysia,S P Setia Pref,S P Setia Bhd Pref,MYL8664PA000,MYR,SETIq
871,malaysia,Yong Tai Pref,Yong Tai Bhd Pref,MYL7066PA6B8,MYR,YONGq
872,malaysia,Rhone Ma,Rhone Ma Holdings Bhd,MYL5278OO006,EUR,RHON
873,malaysia,FoundPac,FoundPac Group Bhd,MYL5277OO008,MYR,FOUN
874,malaysia,HLT Global,HLT Global Bhd,MYQ0188OO001,MYR,HLTG
875,malaysia,Matang,Matang Bhd,MYQ0189OO009,MYR,MATA
876,malaysia,KIP REIT,KIP Real Estate Investment Trust,MYL5280TO001,MYR,KIPR
877,malaysia,Serba Dinamik,Serba Dinamik Holdings Bhd,MYL5279OO004,MYR,SERB
878,malaysia,Federal International,Federal International Holdings Bhd,MYL8605PA6B4,MYR,FIHBq
879,malaysia,Eco World Intl,Eco World International Bhd,MYL5283OO006,MYR,ECOD
880,malaysia,Eversafe Rubber,Eversafe Rubber Bhd,MYQ0190OO007,MYR,EVES
881,malaysia,Cabnet Holdings,Cabnet Holdings Bhd,MYQ0191OO005,MYR,CABN
882,malaysia,Inta Bina Group,Inta Bina Group Bhd,MYQ0192OO003,MYR,INTA
883,malaysia,Advancecon Holdings,Advancecon Holdings Bhd,MYL5281OO000,MYR,ADVN
884,malaysia,Lotte Chemical,Lotte Chemical Titan Holding BHD,MYL5284OO004,MYR,LOTT
885,malaysia,MRCB-Quill Unit,MRCB-Quill REIT Unit,MYL5123TO003,MYR,MQRE
886,malaysia,JF Tech,JF Technology BHD,MYQ0146OO009,MYR,JFTB
887,malaysia,LBS Bina Pref,LBS Bina Group Bhd Pref,MYL5789PA008,MYR,LBSBq
888,malaysia,Hektar REIT,Hektar Real Estate Investment Trust,MYL5121TO007,MYR,HEKR
889,malaysia,Kejuruteraan Asastera,Kejuruteraan Asastera Bhd,MYQ0193OO001,MYR,KEJU
890,malaysia,Sime Darby Plantation,Sime Darby Plantation Bhd,MYL5285OO001,MYR,SIPL
891,malaysia,Sime Darby Property,Sime Darby Property Bhd,MYL5288OO005,MYR,SIPR
892,malaysia,Asia Poly Pref,Asia Poly Holdings Bhd Pref,MYQ0105PAWC9,MYR,ASPYq
893,malaysia,ATTA Global Pref,ATTA Global Group Bhd Pref,MYL7099PAWB0,MYR,ATTAq
894,malaysia,MMAG Pref,MMAG Holdings Bhd Pref,MYQ0034PAWB3,MYR,MMAGq
895,malaysia,Asdion,Asdion Bhd,MYQ0068OO005,MYR,ASDN
896,malaysia,Binasat Communications,Binasat Communications Bhd,MYQ0195OO006,MYR,BINC
