,country,name,full_name,isin,currency,symbol
306,malaysia,GSB,GSB Group Bhd,MYL7077OO000,MYR,GSBR
307,malaysia,GUH,GUH Holdings Bhd,MYL3247OO003,MYR,GUHB
308,malaysia,Heineken,Heineken Bhd,MYL3255OO006,MYR,HEIN
309,malaysia,Gunung Capital,Gunung Capital Bhd,MYL7676OO009,MYR,GUNU
310,malaysia,GuocoLand,GuocoLand (Malaysia) Bhd,MYL1503OO001,MYR,GUOL
311,malaysia,Goodway Integrated,Goodway Integrated Industries,MYL7192OO007,MYR,GWAY
312,malaysia,Hai O Enterprise,Hai O Enterprise Bhd,MYL7668OO006,MYR,HAIO
313,malaysia,Harbour Link,Harbour Link Group Bhd,MYL2062OO007,MYR,HARR
314,malaysia,Anzo Holdings,Anzo Holdings Bhd,MYL9342OO006,MYR,ANZO
315,malaysia,HB Global,HB Global Ltd,SG9999006928,MYR,HBGL
316,malaysia,HCK Capital,HCK Capital Group Bhd,MYL7105OO009,MYR,HCKC
317,malaysia,Handal Resources,Handal Resources Bhd,MYL7253OO007,MYR,HDEB
318,malaysia,HeiTech Padu,HeiTech Padu Bhd,MYL5028OO005,MYR,HEIT
319,malaysia,HeveaBoard,HeveaBoard Bhd,MYL5095OO004,MYR,HEVE
320,malaysia,Ho Hup Construction,Ho Hup Construction Company,MYL5169OO007,MYR,HHCS
321,malaysia,Hil Industries,Hil Industries Bhd,MYL8443OO003,MYR,HILI
322,malaysia,Harn Len Corp,Harn Len Corporation Bhd,MYL7501OO009,MYR,HLEN
323,malaysia,Hextar Global,Hextar Global Bhd,MYL5151OO005,MYR,HEXT
324,malaysia,Hong Leong Ind,Hong Leong Industries Bhd,MYL3301OO008,MYR,HLIB
325,malaysia,Hock Heng Stone,Hock Heng Stone Industries Bhd,MYL5165OO005,MYR,HOCK
326,malaysia,Homeritz Corp,Homeritz Corporation Bhd,MYL5160OO006,MYR,HOME
327,malaysia,Ho Wah Genting,Ho Wah Genting Bhd,MYL9601OO005,MYR,HOWA
328,malaysia,Hup Seng Industries,Hup Seng Industries Bhd,MYL5024OO004,MYR,HSIB
329,malaysia,Hock Seng Lee,Hock Seng Lee Bhd,MYL6238OO009,MYR,HSLB
330,malaysia,Harrisons,Harrisons Holdings (Malaysia),MYL5008OO007,MYR,HSON
331,malaysia,Hiap Teck Venture,Hiap Teck Venture Bhd,MYL5072OO003,MYR,HTVE
332,malaysia,Hua Yang,Hua Yang Bhd,MYL5062OO004,MYR,HUAY
333,malaysia,HUBLine,HUBLine Bhd,MYL7013OO005,MYR,HUBE
334,malaysia,Hume Industries,Hume Industries Bhd,MYL5000OO004,MYR,HUIN
335,malaysia,Hwa Tai Industries,Hwa Tai Industries Bhd,MYL8478OO009,MYR,HWAT
336,malaysia,Hexza Corp,Hexza Corporation Bhd,MYL3298OO006,MYR,HXZS
337,malaysia,I-Berhad,I-Berhad,MYL4251OO004,MYR,IBHD
338,malaysia,Ibraco,Ibraco Bhd,MYL5084OO008,MYR,IBRC
339,malaysia,IJM Plantations,IJM Plantations Bhd,MYL2216OO009,MYR,IJMP
340,malaysia,Inch Kenneth Kajang Rubber,Inch Kenneth Kajang Rubber PLC,GB0004601091,MYR,IKEN
341,malaysia,Integrated Logistics,Integrated Logistics Bhd,MYL5614OO002,MYR,ILBM
342,malaysia,Imaspro Corp,Imaspro Corporation Bhd,MYL7222OO002,MYR,IMSP
343,malaysia,Inari Amertron,Inari Amertron Bhd,MYQ0166OO007,MYR,INAR
344,malaysia,Industronics,Industronics Bhd,MYL9393OO009,MYR,INDU
345,malaysia,Innoprise Plantations,Innoprise Plantations Bhd,MYL6262OO009,MYR,INNO
346,malaysia,Insas,Insas Bhd,MYL3379OO004,MYR,INSS
347,malaysia,IOI Properties,IOI Properties Group Bhd,MYL5249OO007,MYR,IOIP
348,malaysia,Ipmuda,Ipmuda Bhd,MYL5673OO008,MYR,IPMU
349,malaysia,IQ,IQ Group Holdings Bhd,MYL5107OO007,MYR,IQGH
350,malaysia,Ire Tex Corp,Ire Tex Corporation Bhd,MYL7183OO006,MYR,IREE
351,malaysia,Ireka Corp,Ireka Corporation Bhd,MYL8834OO003,MYR,IRKA
352,malaysia,Comfort Gloves,Comfort Gloves Bhd,MYL2127OO008,MYR,COMF
353,malaysia,Ideal United Bintang,Ideal United Bintang Bhd,MYL9687OO004,MYR,IUBN
354,malaysia,Ivory Properties,Ivory Properties Group Bhd,MYL5175OO004,MYR,IVRY
355,malaysia,Iskandar Waterfront City,Iskandar Waterfront City Bhd,MYL1589OO000,MYR,IWCI
356,malaysia,Jadi Imaging,Jadi Imaging Holdings Bhd,MYL7223OO000,MYR,JADI
357,malaysia,JAKS Resources,JAKS Resources Bhd,MYL4723OO002,MYR,JAKS
358,malaysia,Jaycorp,Jaycorp Bhd,MYL7152OO001,MYR,JAYC
359,malaysia,Jerasia Capital,Jerasia Capital Bhd,MYL8931OO007,MYR,JERA
360,malaysia,Kumpulan Jetson,Kumpulan Jetson Bhd,MYL9083OO006,MYR,JETS
361,malaysia,Johan,Johan Holdings Bhd,MYL3441OO002,MYR,JHHS
362,malaysia,Johore Tin,Johore Tin Bhd,MYL7167OO009,MYR,JHTN
363,malaysia,Jiankun Int,Jiankun International Bhd,MYL8923OO004,MYR,JIAN
364,malaysia,Jasa Kita,Jasa Kita Bhd,MYL8648OO007,MYR,JKBM
365,malaysia,JMR Conglomeration,JMR Conglomeration Bhd,MYL7043OO002,MYR,JADE
366,malaysia,JCBNext Berhad,JCBNext Berhad Bhd,MYQ0058OO006,MYR,JCBN
367,malaysia,Jaya Tiasa,Jaya Tiasa Holdings Bhd,MYL4383OO005,MYR,JTIA
368,malaysia,GETS Global,GETS Global Bhd,MYL5079OO008,MYR,GETS
369,malaysia,Kuchai Develop,Kuchai Develop Bhd,MYL2186OO004,MYR,KCDS
370,malaysia,Ken,Ken Holdings Bhd,MYL7323OO008,MYR,KENH
371,malaysia,KESM Industries,KESM Industries Bhd,MYL9334OO003,MYR,KESM
372,malaysia,WCE Holdings,WCE Holdings Bhd,MYL3565OO008,MYR,WCEH
373,malaysia,Kumpulan Fima,Kumpulan Fima Bhd,MYL6491OO004,MYR,KFIM
374,malaysia,Kuantan Flour Mills,Kuantan Flour Mills Bhd,MYL8303OO009,MYR,LOTU
375,malaysia,Khee San,Khee San Bhd,MYL6203OO003,MYR,KHEE
376,malaysia,Khind,Khind Holdings Bhd,MYL7062OO002,MYR,KHIN
377,malaysia,Kimlun Corp,Kimlun Corporation Bhd,MYL5171OO003,MYR,KICB
378,malaysia,Kim Loong Resources,Kim Loong Resources Bhd,MYL5027OO007,MYR,KIML
379,malaysia,JKG Land,JKG Land Bhd,MYL6769OO003,MYR,JKGL
380,malaysia,Kluang Rubber,Kluang Rubber Company Malaya,MYL2453OO008,MYR,KLRK
381,malaysia,Kamdar,Kamdar Group (Malaysia) Bhd,MYL8672OO007,MYR,KMDA
382,malaysia,K N Kenanga,K N Kenanga Holdings Bhd,MYL6483OO001,MYR,KNNK
383,malaysia,Knusford,Knusford Bhd,MYL5035OO000,MYR,KNUS
384,malaysia,Kobay Tech,Kobay Tech Bhd,MYL6971OO005,MYR,KOBA
385,malaysia,Kotra Industries,Kotra Industries Bhd,MYQ0002OO004,MYR,KOIN
386,malaysia,Kumpulan Perangsang Selangor,Kumpulan Perangsang Selangor,MYL5843OO007,MYR,KPSB
387,malaysia,KPS Consortium,KPS Consortium Bhd,MYL9121OO004,MYR,KPSC
388,malaysia,Karambunai Corp,Karambunai Corp Bhd,MYL3115OO002,MYR,KRBN
389,malaysia,Kretam,Kretam Holdings Bhd,MYL1996OO007,MYR,KREK
390,malaysia,KSL,KSL Holdings Bhd,MYL5038OO004,MYR,KSLH
391,malaysia,K Seng Seng Corp,K Seng Seng Corporation Bhd,MYL5192OO009,MYR,KSSC
392,malaysia,Konsortium Transnasional,Konsortium Transnasional Bhd,MYL4847OO009,MYR,KSTM
393,malaysia,K Star Sports,K Star Sports Ltd,SG9999006571,MYR,KSTR
394,malaysia,KUB Malaysia,KUB Malaysia Bhd,MYL6874OO001,MYR,KUBM
395,malaysia,Kwantas Corp,Kwantas Corporation Bhd,MYL6572OO001,MYR,KWAN
396,malaysia,Kawan Food,Kawan Food Bhd,MYL7216OO004,MYR,KWNF
397,malaysia,Key ASIC,Key ASIC Bhd,MYQ0143OO006,MYR,KYAC
398,malaysia,Land General,Land General Bhd,MYL3174OO009,MYR,LAND
399,malaysia,Lay Hong,Lay Hong Bhd,MYL9385OO005,MYR,LAYH
400,malaysia,LBI Capital,LBI Capital Bhd,MYL8494OO006,MYR,LBIP
401,malaysia,LBS Bina,LBS Bina Group Bhd,MYL5789OO002,MYR,LBSB
402,malaysia,Luxchem Corp,Luxchem Corporation Bhd,MYL5143OO002,MYR,LCBH
403,malaysia,Sand Nisko,Sand Nisko Capital Bhd,MYL7943OO003,MYR,SAND
404,malaysia,Lebtech,Lebtech Bhd,MYL9628OO008,MYR,LEBT
405,malaysia,Leon Fuat,Leon Fuat Bhd,MYL5232OO003,MYR,LEON
406,malaysia,LFE Corp,LFE Corporation Bhd,MYL7170OO003,MYR,LFEC
407,malaysia,Lien Hoe Corp,Lien Hoe Corporation Bhd,MYL3573OO002,MYR,LHCK
408,malaysia,Lii Hen Industries,Lii Hen Industries Bhd,MYL7089OO005,MYR,LHEN
409,malaysia,Lee Swee Kiat,Lee Swee Kiat Group Bhd,MYL8079OO005,MYR,LHTM
410,malaysia,Lion Forest Ind,Lion Forest Industries Bhd,MYL8486OO002,MYR,LIOF
411,malaysia,London Biscuits,London Biscuits Bhd,MYL7126OO005,MYR,LONB
412,malaysia,LPI Capital,LPI Capital Bhd,MYL8621OO004,MYR,LOND
413,malaysia,Latitude Tree,Latitude Tree Holdings Bhd,MYL7006OO009,MYR,LTHB
414,malaysia,LTKM,LTKM Bhd,MYL7085OO003,MYR,LTKM
415,malaysia,MAA,MAA Group Bhd,MYL1198OO000,MYR,MAAS
416,malaysia,Minda Global,Minda Global Bhd,MYL5166OO003,MYR,MIND
417,malaysia,Magna Prima,Magna Prima Bhd,MYL7617OO003,MYR,MAGN
418,malaysia,Managepay Systems,Managepay Systems Bhd,MYQ0156OO008,MYR,MANS
419,malaysia,Magni Tech Ind,Magni Tech Industries Bhd,MYL7087OO009,MYR,MATE
420,malaysia,Matrix Concepts,Matrix Concepts Holdings Bhd,MYL5236OO004,MYR,MATR
421,malaysia,Maxwell Int,Maxwell International Holdings,MYL5189OO005,MYR,MAXW
422,malaysia,MClean Technologies,MClean Technologies Bhd,MYQ0167OO005,MYR,MCLN
423,malaysia,Gw Plastics,Gw Plastics Holdings Bhd,MYL5182OO000,MYR,MCTB
424,malaysia,Meridian,Meridian Bhd,MYL5040OO000,MYR,MERI
425,malaysia,Mega First Corp,Mega First Corporation Bhd,MYL3069OO001,MYR,MEGA
426,malaysia,Melati Ehsan,Melati Ehsan Holdings Bhd,MYL5129OO001,MYR,MEHB
427,malaysia,Thriven Global,Thriven Global Bhd,MYL7889OO008,MYR,THRI
428,malaysia,Stella Holdings Bhd,Stella Holdings Bhd,MYL5006OO001,MYR,STEL
429,malaysia,MKH,MKH Bhd,MYL6114OO002,MYR,METR
430,malaysia,Malayan Flour Mills,Malayan Flour Mills Bhd,MYL3662OO003,MYR,MFMS
431,malaysia,Malaysian Genomics,Malaysian Genomics Resource,MYQ0155OO000,MYR,MGRC
432,malaysia,Malpac,Malpac Holdings Bhd,MYL4936OO000,MYR,MHBS
433,malaysia,MHC Plantations,MHC Plantations Bhd,MYL5026OO009,MYR,MHCP
434,malaysia,Milux Corp,Milux Corporation Bhd,MYL7935OO009,MYR,MILU
435,malaysia,Mintye Industries,Mintye Industries Bhd,MYL5886OO006,MYR,MINT
436,malaysia,Mitrajaya,Mitrajaya Holdings Bhd,MYL9571OO000,MYR,MITR
437,malaysia,Majuperak,Majuperak Holdings Bhd,MYL8141OO003,MYR,MJPR
438,malaysia,M K Land,M K Land Holdings Bhd,MYL8893OO009,MYR,MKLH
439,malaysia,Malton,Malton Bhd,MYL6181OO001,MYR,MLTO
440,malaysia,Menang Corp,Menang Corporation (Malaysia) Bhd,MYL1694OO008,MYR,MNCS
441,malaysia,Mesiniaga,Mesiniaga Bhd,MYL5011OO001,MYR,MNGA
442,malaysia,Manulife,Manulife Holdings Bhd,MYL1058OO006,MYR,MNLF
443,malaysia,MNRB,MNRB Holdings Bhd,MYL6459OO001,MYR,MNRB
444,malaysia,MPHB Capital,MPHB Capital Bhd,MYL5237OO002,MYR,MPHB
445,malaysia,Malaysian Pacific Ind,Malaysian Pacific Industries,MYL3867OO008,MYR,MPIM
446,malaysia,Malaysia Pacific Corp,Malaysia Pacific Corporation,MYL6548OO001,MYR,MPLB
447,malaysia,Marco,Marco Holdings Bhd,MYL3514OO006,MYR,MRHB
448,malaysia,MSM Malaysia,MSM Malaysia Holdings Bhd,MYL5202OO006,MYR,MSMH
449,malaysia,Multi Sports,Multi Sports Holdings Ltd,BMG6360T1009,MYR,MSPT
450,malaysia,Master Pack,Master Pack Group Bhd,MYL7029OO001,MYR,MSTP
451,malaysia,MTD ACPI Engineering,MTD ACPI Engineering Bhd,MYL5924OO005,MYR,MTDA
452,malaysia,Muhibbah Engineering,Muhibbah Engineering M Bhd,MYL5703OO003,MYR,MUHI
453,malaysia,MUI Properties,MUI Properties Bhd,MYL3913OO000,MYR,MUIP
454,malaysia,MY EG Services,MY EG Services Bhd,MYQ0138OO006,MYR,MYEG
455,malaysia,Naim,Naim Holdings Bhd,MYL5073OO001,MYR,NCHB
456,malaysia,Nestle,Nestle (Malaysia) Bhd,MYL4707OO005,MYR,NESM
457,malaysia,New Hoong Fatt,New Hoong Fatt Holdings Bhd,MYL7060OO006,MYR,NHFH
458,malaysia,Ni Hsin Resources,Ni Hsin Resources Bhd,MYL7215OO006,MYR,NHSN
459,malaysia,Niche Capital Emas,Niche Capital Emas Holdings,MYL7139OO008,MYR,NICH
460,malaysia,Negri Sembilan Oil Palms,Negri Sembilan Oil Palms Bhd,MYL2038OO007,MYR,NSOS
461,malaysia,NTPM,NTPM Holdings Bhd,MYL5066OO005,MYR,NTPM
462,malaysia,Notion Vtec,Notion Vtec Bhd,MYQ0083OO004,MYR,NVTE
463,malaysia,Oceancash Pacific,Oceancash Pacific Bhd,MYQ0049OO005,MYR,OCEA
464,malaysia,Oriental Food Ind,Oriental Food Industries Hold,MYL7107OO005,MYR,OFIH
465,malaysia,Oriental Interest,Oriental Interest Bhd,MYL5827OO000,MYR,OINT
466,malaysia,Omesti,Omesti Bhd,MYL9008OO003,MYR,OMES
467,malaysia,OPCOM,OPCOM Holdings Bhd,MYQ0035OO004,MYR,OPCM
468,malaysia,Oriental,Oriental Holdings Bhd,MYL4006OO002,MYR,OTLS
469,malaysia,Pacific Orient,Pacific Orient Bhd,MYL6009OO004,MYR,PACO
470,malaysia,Mscm,Mscm Holdings Bhd,MYQ0041OO002,MYR,MSCM
471,malaysia,Paos,Paos Holdings Bhd,MYL5022OO008,MYR,PAOS
472,malaysia,PCCS,PCCS Group Bhd,MYL6068OO000,MYR,PCCS
473,malaysia,Pasdec,Pasdec Holdings Bhd,MYL6912OO009,MYR,PDEC
474,malaysia,Pelikan Int,Pelikan International Corp,MYL5231OO005,MYR,PELK
475,malaysia,Paragon Union,Paragon Union Bhd,MYL9407OO007,MYR,PGON
476,malaysia,Poh Huat Resources,Poh Huat Resources Holdings,MYL7088OO007,MYR,PHUA
477,malaysia,Pintaras Jaya,Pintaras Jaya Bhd,MYL9598OO003,MYR,PINT
478,malaysia,Pinehill Pacific,Pinehill Pacific Bhd,MYL1902OO005,MYR,PIPB
479,malaysia,PLB Engineering,PLB Engineering Bhd,MYL7055OO006,MYR,PLBE
480,malaysia,Plenitude,Plenitude Bhd,MYL5075OO006,MYR,PLET
481,malaysia,PLS Plantations,PLS Plantations Bhd,MYL9695OO007,MYR,PLSB
482,malaysia,Pentamaster Corp,Pentamaster Corporation Bhd,MYL7160OO004,MYR,PMAS
483,malaysia,Pan Malaysia Corp,Pan Malaysia Corporation Bhd,MYL4081OO005,MYR,PMCS
484,malaysia,Panasonic Manufacture,Panasonic Manufacture Malaysia,MYL3719OO001,MYR,PMMY
485,malaysia,Poh Kong,Poh Kong Holdings Bhd,MYL5080OO006,MYR,POHK
486,malaysia,Power Root,Power Root Bhd,MYL7237OO000,MYR,POWE
487,malaysia,Enra Group,Enra Group Bhd,MYL8613OO001,MYR,ENRA
488,malaysia,Paramount Corp,Paramount Corporation Bhd,MYL1724OO003,MYR,PRMS
489,malaysia,Protasco,Protasco Bhd,MYL5070OO007,MYR,PRTO
490,malaysia,Prinsiptek Corp,Prinsiptek Corporation Bhd,MYL7145OO005,MYR,PSIP
491,malaysia,Petron Refining,Petron Malaysia Refining Marketing,MYL3042OO008,MYR,PTMR
492,malaysia,PW Consolidated,PW Consolidated Bhd,MYL7134OO009,MYR,PWFC
493,malaysia,Prolexus,Prolexus Bhd,MYL8966OO003,MYR,PXUS
494,malaysia,RCE Capital Berhad,RCE Capital Berhad,MYL9296OO004,MYR,REDI
495,malaysia,Rex Industry,Rex Industry Bhd,MYL9946OO004,MYR,REXI
496,malaysia,Riverview Rubber Estates,Riverview Rubber Estates Bhd,MYL2542OO008,MYR,RVWL
497,malaysia,Sam Engineering Equip,Sam Engineering Equipment,MYL9822OO007,MYR,SAEG
498,malaysia,Saudee,Saudee Group Bhd,MYL5157OO002,MYR,SAUD
499,malaysia,Sungei Bagan Rubber,Sungei Bagan Rubber Malaya,MYL2569OO001,MYR,SBRK
500,malaysia,Selangor Dredging,Selangor Dredging Bhd,MYL2224OO003,MYR,SDGS
501,malaysia,Selangor Properties,Selangor Properties Bhd,MYL1783OO009,MYR,SELS
502,malaysia,7 Eleven,7 Eleven Malaysia Holdings Bhd,MYL5250OO005,MYR,SEVE
503,malaysia,Signature Int,Signature International Bhd,MYL7246OO001,MYR,SGNA
504,malaysia,Sin Heng Chan,Sin Heng Chan (Malaya) Bhd,MYL4316OO005,MYR,SHCS
505,malaysia,SHH Resources,SHH Resources Holdings Bhd,MYL7412OO009,MYR,SHHR
506,malaysia,SHL Consolidated,SHL Consolidated Bhd,MYL6017OO007,MYR,SHLC
507,malaysia,SBC Corp,SBC Corp Bhd,MYL5207OO005,MYR,SIAH
508,malaysia,Sinotop,Sinotop Holdings Bhd,MYL8532OO003,MYR,SINH
509,malaysia,Sern Kou Resources,Sern Kou Resources Bhd,MYL7180OO002,MYR,SKOU
510,malaysia,South Malaysia Ind,South Malaysia Industries Bhd,MYL4375OO001,MYR,SMIS
511,malaysia,Smtrack,Smtrack Bhd,MYQ0169OO001,MYR,SMTR
512,malaysia,Sentoria,Sentoria Group Bhd,MYL5213OO003,MYR,SNTO
513,malaysia,Sarawak Oil Palms,Sarawak Oil Palms Bhd,MYL5126OO007,MYR,SOPS
514,malaysia,Sarawak Plantation,Sarawak Plantation Bhd,MYL5135OO008,MYR,SPLN
515,malaysia,Spritzer,Spritzer Bhd,MYL7103OO004,MYR,SPTZ
516,malaysia,Sapura Resources,Sapura Resources Bhd,MYL4596OO002,MYR,SRCS
517,malaysia,SWS Capital,SWS Capital Bhd,MYL7186OO009,MYR,SWSB
518,malaysia,Sycal Ventures,Sycal Ventures Bhd,MYL9717OO009,MYR,SYCA
519,malaysia,SYF Resources,SYF Resources Bhd,MYL7082OO000,MYR,SYFR
520,malaysia,Symphony Life,Symphony Life Bhd,MYL1538OO007,MYR,SYML
521,malaysia,TA Enterprise,TA Enterprise Bhd,MYL4898OO002,MYR,TAES
522,malaysia,TAFI Industries,TAFI Industries Bhd,MYL7211OO005,MYR,TAFI
523,malaysia,AYER,AYER Holdings Bhd,MYL2305OO000,MYR,AYER
524,malaysia,Syarikat Takaful,Syarikat Takaful Malaysia Bhd,MYL6139OO009,MYR,TAKA
525,malaysia,Talam Transform,Talam Transform Bhd,MYL2259OO009,MYR,TALA
526,malaysia,Tambun Indah Land,Tambun Indah Land Bhd,MYL5191OO001,MYR,TAMB
527,malaysia,Tanco,Tanco Holdings Bhd,MYL2429OO008,MYR,TANC
528,malaysia,Teo Guan Lee Corp,Teo Guan Lee Corporation Bhd,MYL9369OO009,MYR,TGLB
529,malaysia,Theta Edge,Theta Edge Bhd,MYL9075OO002,MYR,THET
530,malaysia,OCR,OCR Group Bhd,MYL7071OO003,MYR,OCRG
531,malaysia,Tomei Consolidated,Tomei Consolidated Bhd,MYL7230OO005,MYR,TMEI
532,malaysia,Tan Chong Motor,Tan Chong Motor Holdings Bhd,MYL4405OO006,MYR,TNCS
533,malaysia,TPC Plus,TPC Plus Bhd,MYL7176OO000,MYR,TPCP
534,malaysia,Pimpinan Eshan,Pimpinan Eshan Bhd,MYL5622OO005,MYR,PIMP
535,malaysia,TRC Synergy,TRC Synergy Bhd,MYL5054OO001,MYR,TRCG
536,malaysia,Teo Seng Capital,Teo Seng Capital Bhd,MYL7252OO009,MYR,TSCP
537,malaysia,Tek Seng,Tek Seng Holdings Bhd,MYL7200OO008,MYR,TSHB
538,malaysia,TSR Capital,TSR Capital Bhd,MYL5042OO006,MYR,TSRP
539,malaysia,Faber,Faber Group Bhd,MYL1368OO009,MYR,UEME
540,malaysia,Velesto Energy,Velesto Energy Bhd,MYL5243OO000,MYR,VELE
541,malaysia,United Malacca,United Malacca Bhd,MYL2593OO001,MYR,UMRS
542,malaysia,Unisem M,Unisem M Bhd,MYL5005OO003,MYR,UNSM
543,malaysia,UPA Corp,UPA Corporation Bhd,MYL7757OO007,MYR,UPAB
544,malaysia,United Plantations,United Plantations Bhd,MYL2089OO000,MYR,UTPS
545,malaysia,ViTrox Corp,ViTrox Corporation Bhd,MYQ0097OO004,MYR,VTRX
546,malaysia,Willowglen MSC,Willowglen MSC Bhd,MYQ0008OO001,MYR,WLOW
547,malaysia,Westports,Westports Holdings Bhd,MYL5246OO003,MYR,WPHB
548,malaysia,WTK,WTK Holdings Bhd,MYL4243OO001,MYR,WTKH
549,malaysia,Xian Leng,Xian Leng Holdings Bhd,MYL7121OO006,MYR,XIAN
550,malaysia,XiDeLang,XiDeLang Holdings Ltd,BMG9828L1072,MYR,XIDE
551,malaysia,Xingquan Int Sports,Xingquan International Sports,BMG982791052,MYR,XING
552,malaysia,Y&G Corp,Y&G Corp Bhd,MYL7003OO006,MYR,YGCB
553,malaysia,Yoong Onn Corp,Yoong Onn Corporation Bhd,MYL5159OO008,MYR,YGON
554,malaysia,Yinson,Yinson Holdings Bhd,MYL7293OO003,MYR,YINS
555,malaysia,Yee Lee Corp,Yee Lee Corporation Bhd,MYL5584OO007,MYR,YLEE
556,malaysia,YNH Property,YNH Property Bhd,MYL3158OO002,MYR,YNHB
557,malaysia,YSP Southeast Asia,YSP Southeast Asia Holding Bhd,MYL7178OO006,MYR,YSPS
558,malaysia,YTL Land Develop,YTL Land Develop Bhd,MYL2577OO004,MYR,YTLL
559,malaysia,ZECON,ZECON Bhd,MYL7028OO003,MYR,ZCON
560,malaysia,Zelan,Zelan Bhd,MYL2283OO009,MYR,ZLAN
561,malaysia,Amtel Holdings Bhd,Amtel Holdings Bhd,MYL7031OO007,MYR,AMTH
562,malaysia,CCK Consolidated Holdings,CCK Consolidated Holdings Bhd,MYL7035OO008,MYR,CCKH
563,malaysia,Cymao Holdings Bhd,Cymao Holdings Bhd,MYL5082OO002,MYR,CYMA
564,malaysia,Edaran Bhd,Edaran Bhd,MYL5036OO008,MYR,EDSB
565,malaysia,Kumpulan H L High Tech,Kumpulan H & L High-Tech Bhd,MYL7033OO003,MYR,KHLH
566,malaysia,Kia Lim Bhd,Kia Lim Bhd,MYL6211OO006,MYR,KIAL
567,malaysia,Kim Hin Industry Bhd,Kim Hin Industry Bhd,MYL5371OO009,MYR,KIMH
568,malaysia,KKB Engineering Berhad,KKB Engineering Berhad,MYL9466OO003,MYR,KKBE
569,malaysia,KNM Group Bhd,KNM Group Bhd,MYL7164OO006,MYR,KNMP
570,malaysia,Komarkcorp Bhd,Komarkcorp Bhd,MYL7017OO006,MYR,KOMK
571,malaysia,Kumpulan Powernet Bhd,Kumpulan Powernet Bhd,MYL7130OO007,MYR,KPOW
572,malaysia,Keck Seng Malaysia,Keck Seng Malaysia Bhd,MYL3476OO008,MYR,KSMS
573,malaysia,Kinsteel Bhd,Kinsteel Bhd,MYL5060OO008,MYR,KSTE
574,malaysia,LB Aluminium Bhd,LB Aluminium Bhd,MYL9326OO009,MYR,LBAL
575,malaysia,Leweko Resources Bhd,Leweko Resources Bhd,MYL8745OO001,MYR,LEWE
576,malaysia,Lion Industries Corp,Lion Industries Corporation Bhd,MYL4235OO007,MYR,LLBM
577,malaysia,Luster Industries Bhd,Luster Industries Bhd,MYL5068OO001,MYR,LTER
578,malaysia,Lysaght Galvanized Steel,Lysaght Galvanized Steel Bhd,MYL9199OO000,MYR,LYSA
579,malaysia,MCE Holdings,MCE Holdings Bhd,MYL7004OO004,MYR,MCEI
580,malaysia,Mercury Industries Bhd,Mercury Industries Bhd,MYL8192OO006,MYR,MEIS
581,malaysia,Mentiga Corporation Bhd,Mentiga Corporation Bhd,MYL5223OO002,MYR,MENT
582,malaysia,Mieco Chipboard Bhd,Mieco Chipboard Bhd,MYL5001OO002,MYR,MIEC
583,malaysia,MGB,MGB Bhd,MYL7595OO001,MYR,MGBB
584,malaysia,Minho M Bhd,Minho M Bhd,MYL5576OO003,MYR,MNHO
585,malaysia,Minetech Resources Bhd,Minetech Resources Bhd,MYL7219OO008,MYR,MNTH
586,malaysia,Malaysia Smelting,Malaysia Smelting Corporation Bhd,MYL5916OO001,MYR,MSCB
587,malaysia,Melewar Industrial Group,Melewar Industrial Group Bhd,MYL3778OO007,MYR,MSTM
588,malaysia,Muar Ban Lee Group Bhd,Muar Ban Lee Group Bhd,MYL5152OO003,MYR,MUBL
589,malaysia,Muda Holdings Bhd,Muda Holdings Bhd,MYL3883OO005,MYR,MUDA
590,malaysia,Multi Usage Holdings Bhd,Multi-Usage Holdings Bhd,MYL9539OO007,MYR,MUHB
591,malaysia,Mycron Steel Bhd,Mycron Steel Bhd,MYL5087OO001,MYR,MYCS
592,malaysia,Nylex Malaysia Bhd,Nylex (Malaysia) Bhd,MYL4944OO004,MYR,NMBS
593,malaysia,Oka Corporation Bhd,Oka Corporation Bhd,MYL7140OO006,MYR,OKAC
594,malaysia,Ornapaper Bhd,Ornapaper Bhd,MYL5065OO007,MYR,ORPA
595,malaysia,P.A. Resources Bhd,P.A. Resources Bhd,MYL7225OO005,MYR,PARB
596,malaysia,Pensonic Holdings Bhd,Pensonic Holdings Bhd,MYL9997OO007,MYR,PENS
597,malaysia,Pesona Metro Holdings Bhd,Pesona Metro Holdings Bhd,MYL8311OO002,MYR,PESO
598,malaysia,Poly Glass Fibre M Bhd,Poly Glass Fibre (M) Bhd,MYL8117OO003,MYR,PGFM
599,malaysia,PIE Industrial Bhd,PIE Industrial Bhd,MYL7095OO002,MYR,PIEN
600,malaysia,PMB Technology Bhd,PMB Technology Bhd,MYL7172OO009,MYR,PMBT
601,malaysia,Press Metal Bhd,Press Metal Bhd,MYL8869OO009,MYR,PMET
602,malaysia,Permaju Industries Bhd,Permaju Industries Bhd,MYL7080OO004,MYR,PMJU
603,malaysia,PNE PCB Bhd,PNE PCB Bhd,MYL6637OO002,MYR,PNEB
604,malaysia,Pelangi Publishing Group,Pelangi Publishing Group Bhd,MYL7190OO001,MYR,PPGB
605,malaysia,Public Packages Holdings,Public Packages Holdings Bhd,MYL8273OO004,MYR,PPHB
606,malaysia,Perusahaan Sadur Timah,Perusahaan Sadur Timah Malaysia Perstima Bhd,MYL5436OO000,MYR,PSTM
